Logged started on,06/04/2020 13:18:54
Feature,Gyroscope
Nodes,AM1V310 @312248

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps)
06/04/2020 13:28:25.485,571242,AM1V310 @312248,9449,C0011A014FFC,44.8,28.2,-94.5
06/04/2020 13:28:25.522,571269,AM1V310 @312248,9456,05002C008BF7,0.5,4.4,-216.5
06/04/2020 13:28:25.522,571269,AM1V310 @312248,9462,4CFD1C011AF2,-69.2,28.4,-355.8
06/04/2020 13:28:25.606,571352,AM1V310 @312248,9468,58069AFE8AFA,162.4,-35.8,-139.8
06/04/2020 13:28:25.636,571381,AM1V310 @312248,9474,C5FE5005B40C,-31.5,136,325.2
06/04/2020 13:28:25.666,571411,AM1V310 @312248,9481,D50863097F1C,226.1,240.3,729.5
06/04/2020 13:28:25.726,571472,AM1V310 @312248,9487,0006690E1327,153.6,368.9,1000.3
06/04/2020 13:28:25.786,571532,AM1V310 @312248,9493,77E4E6013025,-704.9,48.6,952
06/04/2020 13:28:25.816,571561,AM1V310 @312248,9499,9EF53BF4B605,-265.8,-301.3,146.2
06/04/2020 13:28:25.876,571622,AM1V310 @312248,9506,08FA79EF6FFE,-152.8,-423.1,-40.1
06/04/2020 13:28:25.936,571682,AM1V310 @312248,9512,FAF7EDEDC3F4,-205.4,-462.7,-287.7
06/04/2020 13:28:25.966,571712,AM1V310 @312248,9518,EBFB3DF3A4EC,-104.5,-326.7,-495.6
06/04/2020 13:28:26.026,571772,AM1V310 @312248,9524,7AFF0FFAF3E9,-13.4,-152.1,-564.5
06/04/2020 13:28:26.086,571832,AM1V310 @312248,9531,1E042AFF17EC,105.4,-21.4,-509.7
06/04/2020 13:28:26.116,571862,AM1V310 @312248,9537,0A030D0275F2,77.8,52.5,-346.7
06/04/2020 13:28:26.206,571952,AM1V310 @312248,9543,F5000604BFF7,24.5,103,-211.3
06/04/2020 13:28:26.237,571983,AM1V310 @312248,9549,76062D0256FC,165.4,55.7,-93.8
06/04/2020 13:28:26.266,572011,AM1V310 @312248,9556,53022A00FD00,59.5,4.2,25.3
06/04/2020 13:28:26.356,572102,AM1V310 @312248,9562,EB03BCFF7D02,100.3,-6.8,63.7
06/04/2020 13:28:26.386,572131,AM1V310 @312248,9568,2B01EBFE8B02,29.9,-27.7,65.1
06/04/2020 13:28:26.416,572161,AM1V310 @312248,9574,CCFA18FFFB02,-133.2,-23.2,76.3
06/04/2020 13:28:26.476,572222,AM1V310 @312248,9581,ABFD0FFE8102,-59.7,-49.7,64.1
06/04/2020 13:28:26.565,572311,AM1V310 @312248,9587,640042FEDF00,10,-44.6,22.3
06/04/2020 13:28:26.596,572342,AM1V310 @312248,9593,17015AFEA3FF,27.9,-42.2,-9.3
06/04/2020 13:28:26.626,572372,AM1V310 @312248,9599,370205FFB3FF,56.7,-25.1,-7.7
06/04/2020 13:28:26.686,572431,AM1V310 @312248,9606,490215FFD9FF,58.5,-23.5,-3.9
06/04/2020 13:28:26.716,572461,AM1V310 @312248,9612,D5026AFF8900,72.5,-15,13.7
06/04/2020 13:28:26.776,572523,AM1V310 @312248,9618,AE009EFFF9FF,17.4,-9.8,-0.7
06/04/2020 13:28:26.836,572582,AM1V310 @312248,9624,4F00C8FFDCFF,7.9,-5.6,-3.6
06/04/2020 13:28:26.866,572611,AM1V310 @312248,9631,6800F8FFB8FF,10.4,-0.8,-7.2
06/04/2020 13:28:26.926,572672,AM1V310 @312248,9637,F0FF3000B7FF,-1.6,4.8,-7.3
06/04/2020 13:28:26.986,572732,AM1V310 @312248,9643,CDFF5600E0FF,-5.1,8.6,-3.2
