mean,std,min,max,kick_Type,GyrX_mean,GyrX_std,GyrX_min,GyrX_max,GyrY_mean,GyrY_std,GyrY_min,GyrY_max,GyrZ_mean,GyrZ_std,GyrZ_min,GyrZ_max
1504.5545463847761,717.8690963150701,853.9197854599693,3435.4094370249377,1,43.939062500000006,114.80145402705571,-149.8,406.5,22.475,203.36149765911614,-625.0,620.3,8.506250000000001,164.01690376977072,-343.4,551.5
1550.0234394203242,611.640194396831,954.9502604848066,3459.4829093377525,1,35.425000000000004,105.67598914063242,-195.3,387.7,24.5625,217.01755162374764,-426.0,606.4,13.941666666666675,187.66458969915013,-291.3,602.8
1400.4705684152896,600.7068731463123,750.8168884621603,3459.4829093377525,1,29.13548387096773,91.53170927182036,-196.7,308.0,19.00322580645161,192.08577145634956,-403.3,615.3,11.382258064516131,156.44026307051408,-276.2,556.9
1487.9392279598176,677.9804985552797,902.0565392479565,3056.8344737653033,1,26.419354838709662,102.9940597343388,-174.0,371.2,24.109677419354842,210.40528706010463,-532.2,682.0,8.930645161290323,152.44206810275762,-331.6,544.7
1524.9981351926745,648.814265320265,864.020254392222,3215.95740021537,1,31.026415094339633,107.42309440665593,-164.0,331.9,24.628301886792446,209.43182512671544,-461.5,614.2,22.909433962264163,186.6019491036705,-314.7,641.1
1415.7906953482734,612.1029791445181,938.9382301301828,2960.800398540908,1,18.822222222222226,115.07812836173584,-334.7,367.5,22.000000000000004,201.47020591384657,-477.7,700.9,15.657142857142864,151.20892586971448,-264.6,566.4
1420.40017973195,614.8618354281821,823.6929039393261,3123.1773884939676,1,8.0984126984127,93.47445483722953,-389.4,302.3,24.612698412698418,160.34372101335174,-343.0,547.1,9.852380952380955,198.59711596608375,-426.0,661.3
1435.0364063139589,656.8399171884786,612.3854995017435,3055.962041649078,1,9.846153846153843,112.64221161065002,-422.5,389.0,26.524615384615384,159.20855723583261,-349.7,496.1,13.887692307692307,204.68641298008495,-436.8,685.6
1604.8509168680803,723.8463549251662,637.8855696753141,3273.4888116503466,1,43.574,116.22620240948517,-282.0,358.9,31.361999999999988,206.38112740999452,-435.7,566.1,14.143999999999997,198.26559095088095,-360.7,587.0
1415.6715871632316,594.4346388968103,938.7662115777282,3086.8956898476504,1,36.00655737704919,104.98439069508136,-233.6,441.9,16.660655737704914,169.49246519996942,-345.6,540.5,15.603278688524583,201.75209702934367,-305.1,728.8
1673.9606920422889,709.8897389980598,565.1955413836879,3459.4829093377525,1,41.8048780487805,145.50510291948444,-292.0,459.9,36.265853658536585,225.17715648990253,-442.5,596.6,17.787804878048775,228.59130691599142,-376.3,688.6
1519.1644441228543,612.4387840852567,771.1770224792749,2941.37756841926,1,50.59333333333332,114.59952284527033,-119.7,461.1,25.982222222222237,216.18938802575275,-358.2,589.3,16.086666666666655,188.40912036407263,-310.8,558.5
1517.363868226675,662.1350441551665,911.2502400548381,3434.8404620884503,1,36.28214285714286,105.43546084025718,-132.3,398.5,25.314285714285717,215.4758619078598,-415.5,680.2,11.264285714285716,164.48061441847943,-297.5,558.1
1341.983006764026,556.8420211917304,744.4225950359111,3027.2913635789996,1,27.413235294117637,101.7925632922929,-255.9,375.9,14.717647058823525,165.54661961520938,-393.2,530.3,19.013235294117656,179.69301010866832,-331.5,692.7
1644.635467543736,645.2161664380562,902.3353035318967,2905.8344756713173,1,36.75,152.73530983958779,-316.8,463.3,36.93249999999999,241.55319888386006,-445.5,636.0,17.9775,188.51015273957378,-318.5,492.2
1401.5134734293422,637.3688236960468,848.9640746227134,3448.5444755722665,1,20.659999999999986,110.10904949031675,-308.4,345.6,19.1,195.27873255895145,-426.4,675.3,16.990000000000002,183.59254508331622,-322.4,741.5
1500.308439598389,641.9630492582648,625.5085930664742,3013.057915142024,1,34.8795918367347,120.21495674345152,-186.1,456.6,25.304081632653055,206.69644304227043,-353.0,697.9,32.59591836734694,204.25560065677482,-328.9,686.3
1513.9319234433788,615.0661004670906,951.2039739193692,3396.0621313515453,1,47.29361702127659,121.78958227071898,-150.6,410.4,22.97021276595745,220.58785779474692,-455.2,601.5,23.097872340425535,191.4345631068131,-311.9,605.9
1429.748339849138,610.6642875995666,957.0062695719396,3264.4308845494033,1,33.520689655172404,123.9252615152427,-266.9,424.1,17.496551724137927,185.0358485565937,-423.9,499.3,18.393103448275852,186.08049461971805,-318.3,611.6
1358.8297607985994,571.8277493413536,605.9909240244444,3278.04545423031,1,33.748529411764714,100.58693647213772,-200.6,378.2,17.03235294117648,176.10539707221676,-380.3,624.8,13.147058823529408,149.72803650817542,-292.3,538.8
1347.534528565251,586.9015213062156,729.5848134384378,2912.6910237785264,1,34.17826086956523,121.92599596086387,-159.6,487.9,24.3,187.524238433329,-440.9,685.1,14.710144927536238,154.04162361949977,-289.5,554.1
1401.4266049591236,569.4047070504769,943.9258445450045,3131.9856321509524,1,30.520338983050834,117.92324327006693,-210.4,412.6,23.322033898305083,197.0514181696963,-421.4,647.0,17.755932203389833,177.04605018643036,-312.3,654.0
1468.5514675847228,595.6030351582764,892.0913630340784,2871.2962229627233,1,28.86111111111111,115.68312839376605,-394.4,401.6,21.82592592592593,200.83655720856862,-403.8,643.5,16.961111111111112,167.2704999610891,-257.8,636.7
1278.4300696604623,520.2543354472386,888.0934635498676,2864.0171088874454,1,20.19684210526316,84.70745207318022,-145.6,465.7,12.580000000000021,154.0478176660077,-416.3,634.9,10.162105263157898,126.94536534570591,-289.3,614.7
1731.206052576602,618.4308376161636,933.6310834585576,2858.408473259202,1,44.21842105263159,172.3015989561471,-283.7,535.6,33.37894736842105,269.41174271433596,-476.5,718.6,16.160526315789472,195.177740948802,-323.1,554.9
1611.829751309015,677.1635699995537,486.26330315992385,3315.5975328739764,1,30.531818181818178,122.44794579402088,-245.2,396.9,19.927272727272726,207.43149428256064,-401.0,606.6,16.840909090909093,208.84125084611105,-305.6,712.6
1688.0076000025033,833.9163782371319,751.8975994109836,3459.4829093377525,2,22.88780487804878,121.20649775305357,-141.6,684.0,-6.529268292682928,212.27969432319995,-716.4,391.5,4.87804878048781,290.83981030130235,-566.9,843.5
1538.6587555950782,771.9141759823297,914.2827790131454,3459.4829093377525,2,20.89545454545454,128.955735969066,-194.1,692.3,2.6659090909090972,220.03439471431247,-758.8,466.6,3.7068181818181754,310.9525488347859,-677.1,1043.9
1460.4738331860697,795.5739033061403,704.0816713989933,3460.0602595908645,2,14.867213114754097,121.12552541518171,-637.0,386.8,-1.4836065573770514,183.3441265128936,-669.6,387.9,2.419672131147547,256.28751095834554,-678.4,1007.7
1496.236394833644,810.5842074662082,945.2745632883601,3460.0602595908645,2,16.668518518518518,112.51923411941806,-463.7,396.5,-0.011111111111114978,208.3213099423596,-791.4,372.8,-1.148148148148152,268.9612974478072,-676.9,1007.3
1501.855752496042,768.5585659933115,893.8210111649871,3459.4829093377525,2,22.75593220338983,82.75815674183221,-202.2,238.7,4.508474576271185,197.0695844970499,-843.7,457.1,0.42542372881355417,252.23042119651737,-593.9,1008.1
1516.1261948457973,795.3611312926215,858.4852939916909,3458.905462715048,2,17.236538461538455,137.4366706621081,-588.5,567.6,-2.0307692307692395,198.83822721830487,-774.5,379.8,4.8884615384615415,272.8743032138598,-643.0,1021.8
2133.50074411508,853.2586465162918,871.8738440852553,3459.4829093377525,2,39.54230769230771,230.68447225260203,-535.4,870.4,0.8653846153846175,295.1446302304112,-763.7,369.1,5.919230769230764,386.41035805912946,-598.7,1011.3
1590.937084905798,865.6969087786852,878.6375817138713,3459.4829093377525,2,32.300000000000004,168.72143860859484,-537.5,993.7,2.98301886792453,203.49097101104718,-644.8,416.0,3.0962264150943444,255.0431660012629,-629.7,910.3
1666.5100211248987,869.3878142529138,845.7150820459572,3459.4829093377525,2,19.88636363636364,159.8324509224103,-519.4,810.2,-2.6409090909090875,225.5966119222144,-719.3,349.3,2.886363636363635,302.34168226194186,-666.1,1030.7
1829.7239172174961,928.8954784594058,804.3108851681668,3459.4829093377525,2,28.234285714285715,106.19397330539316,-329.9,285.3,2.4142857142857124,264.7945064994153,-847.2,447.5,7.034285714285717,323.6027656964423,-632.5,935.9
1521.481494305909,797.1186244213987,842.198907622184,3319.9581322661284,2,20.977777777777778,105.36686433897961,-430.6,362.3,0.8888888888888877,151.29219344943792,-577.9,294.2,-2.0111111111111053,278.27693188191165,-670.1,978.8
1632.8974384661803,823.4467256697034,833.4098631525787,3459.4829093377525,2,29.093478260869553,122.66120894049577,-214.2,704.9,2.023913043478267,180.3212173191467,-629.0,349.6,-1.0717391304347805,305.64852920601,-715.7,932.1
1511.19349540134,814.1272442340457,831.7102860972684,3454.292836457268,2,20.9859649122807,108.67498798612516,-327.4,526.8,-3.8368421052631554,191.34583838803772,-752.0,333.0,-1.1859649122807085,259.18081005255533,-652.8,970.9
1418.9327414896077,763.3111639210639,923.4787490787213,3459.4829093377525,2,19.811764705882354,92.1671041283521,-275.6,428.8,1.655882352941173,186.16360513088816,-750.2,426.9,4.4455882352941085,244.840294845938,-727.1,972.3
1457.4587062226947,784.8355796918812,904.684475383545,3335.4959151526477,2,15.849230769230777,95.05411308018996,-335.6,397.0,-1.918461538461536,189.1209871453884,-768.6,366.0,1.8600000000000037,241.65518034484586,-668.2,889.1
1527.1154942414466,823.2434293623148,567.6222335321265,3381.659060283872,2,16.02222222222223,130.5741583071094,-498.6,518.9,2.5314814814814848,201.8924464501157,-793.1,369.9,2.0518518518518563,266.01176434528384,-661.9,962.5
1491.1872783124834,760.7847409544735,959.2757684837036,3459.4829093377525,2,20.237931034482745,114.27196526168215,-228.3,724.8,-2.5051724137931,200.2458431330724,-786.5,411.8,0.15689655172414685,253.1708223758819,-663.3,933.2
1618.295238957875,849.243655225062,915.2294794203254,3459.4829093377525,2,19.508333333333336,98.77393668056307,-272.0,372.4,-6.02083333333334,208.40862782639846,-737.1,374.5,-3.3208333333333413,266.5387049920992,-693.0,841.0
1517.7486774692084,794.536637578758,948.1608513327261,3353.878202916737,2,19.276271186440677,92.5356619773175,-276.2,255.1,-3.9915254237288122,203.86481515449833,-828.9,396.2,0.747457627118639,235.47549645999274,-586.9,821.3
1455.6968974385566,761.0128666123009,839.8624887444373,3459.4829093377525,2,25.214062500000008,128.91079709873398,-135.8,846.1,4.403124999999998,196.29742170455813,-792.8,376.0,0.5062499999999971,237.59457456995807,-631.1,914.4
1684.9385087388985,871.1932921648074,748.7182380575485,3370.7468015263325,2,21.634146341463413,119.38404962505689,-389.7,450.1,-5.7439024390243985,231.530818735628,-784.5,347.4,-0.3609756097560927,294.95681707501586,-671.3,936.2
1945.279858221528,914.2518433076839,903.6907656936636,3459.4829093377525,2,30.291176470588244,154.96997826098556,-253.1,742.4,-5.758823529411757,269.00429321531453,-780.3,384.5,-0.06470588235292969,314.47271682241126,-753.0,781.0
1387.0407178773137,729.5233335328522,888.5521931771932,3459.4829093377525,2,12.41621621621622,106.85637528435782,-264.8,633.7,0.33108108108108514,184.32777529922194,-804.9,441.9,4.120270270270272,244.87380701967595,-638.0,1062.1
1474.953496848964,782.2486917397104,707.3796717463684,3459.4829093377525,2,20.050000000000004,126.4473019462714,-486.9,701.6,3.7866666666666675,200.6464260678104,-819.9,401.8,3.0950000000000015,251.0315176545212,-568.7,1006.8
1524.4580941789388,785.4594645825872,820.8440777638589,3459.4829093377525,2,20.336000000000006,80.14657174992143,-152.8,368.7,1.170000000000003,228.5799857773186,-922.3,425.7,0.958000000000005,275.92943203889314,-664.0,961.1
1474.4224500958092,804.2477205217085,908.0396467115298,3458.905462715048,2,25.495081967213114,134.75290896826618,-484.9,697.6,0.7590163934426264,206.78443234203198,-859.2,444.4,0.6393442622950848,245.15969304291468,-715.0,975.8
1552.0101734763123,885.3202828944382,720.5532596553845,3459.4829093377525,2,24.047272727272738,119.72862502272234,-368.6,562.9,5.656363636363645,224.59678171537186,-933.4,428.6,7.245454545454548,273.3306685630143,-655.9,1034.9
1498.877487761545,761.6810061169733,715.4697757417849,3459.4829093377525,2,16.184905660377357,79.85429374377969,-122.2,411.2,-6.515094339622641,236.61198145440432,-862.9,427.3,-0.4320754716981111,253.74729992772254,-647.5,862.5
2141.7196098460563,824.6511488580426,868.5603030302502,3459.4829093377525,2,43.74615384615385,79.67769690832802,-101.8,289.8,-9.707692307692314,304.9378270048856,-813.2,429.9,3.0192307692307674,395.1764902108735,-668.2,943.8
1604.3551887919948,841.9400629427028,804.8807365069684,3458.905462715048,2,32.78799999999999,132.2168852719667,-340.0,769.2,3.560000000000001,235.25737794498815,-823.3,416.0,0.06600000000000633,279.18599360370825,-672.2,950.5
1520.0377736683536,789.8701272076846,904.6491032439042,3459.4829093377525,2,21.329090909090915,123.07466669665037,-195.3,803.3,1.629090909090908,225.00027133541437,-838.9,422.5,5.569090909090917,280.5509024076573,-616.9,1014.8
1521.7542012386195,813.2832441964018,964.9321219650634,3459.4829093377525,2,13.370909090909095,143.3436710389965,-366.6,793.5,-3.859999999999998,227.57194841127426,-891.5,467.4,3.627272727272731,274.81530057041846,-684.4,950.8
1476.280611183638,768.1893847272872,788.1148393476676,3459.4829093377525,2,16.49642857142857,81.66019385073893,-145.8,382.8,-0.4285714285714244,219.15549955913266,-897.8,434.7,-2.2375,252.1721710278696,-621.3,926.2
1526.7596866400731,820.8593164797554,939.9521264404906,3459.4829093377525,2,18.59122807017544,93.59977350533828,-472.5,258.3,1.2017543859649156,196.82165194774325,-741.6,416.7,0.9157894736842108,260.10169768592004,-639.1,1013.3
1750.1878148529488,839.7160137232153,511.3687514895684,3459.4829093377525,2,15.602857142857147,90.86143777174992,-259.9,267.7,-5.7799999999999985,264.22896799823405,-862.9,434.2,0.75142857142856,327.2392292492816,-589.5,1010.1
1547.2204291868998,816.7311186910362,767.5741006573893,3443.967624702648,2,21.40545454545456,109.32071474977043,-188.3,663.6,2.4818181818181775,200.30751552153706,-769.1,425.1,-0.14909090909090514,253.00825185834853,-611.1,971.3
1850.2285154869317,849.8705991697718,887.1223140018517,3130.4654605984715,2,33.884375,104.5692673947166,-350.2,249.2,-4.846875000000003,286.66076273732546,-839.9,423.1,1.056250000000001,334.0497953391515,-619.7,950.3
1820.2229755836588,881.2210763588262,881.5049631170547,3419.5324241773174,2,25.88888888888889,103.28867667928914,-299.1,335.3,0.983333333333333,274.3936530919453,-914.8,420.9,-0.3638888888888812,307.4033879846551,-627.1,961.3
1604.7787349136595,827.7533060204759,880.1306721163625,3459.4829093377525,2,23.300000000000015,85.40938211456333,-158.9,457.2,-1.4333333333333318,236.7948185651257,-893.6,435.8,-5.677083333333325,273.0553472377749,-631.6,964.4
1516.7231994671583,813.2541616258154,798.2443235000171,3459.4829093377525,2,20.4625,111.30695406275063,-378.0,532.2,0.041071428571427544,210.4891539220755,-883.8,409.1,-5.276785714285708,254.86849371325275,-621.8,1005.0
1811.027100918114,912.3887461917523,794.9150898051943,3443.395707728056,2,34.17567567567568,123.7236670196159,-233.4,521.2,-4.224324324324328,270.37848821955475,-907.2,438.9,0.21351351351352071,339.3050742671312,-680.6,1034.7
1529.2685086206673,748.4905784716087,825.9273575805562,3459.4829093377525,2,16.81296296296297,112.10521514520778,-187.1,671.4,3.2944444444444474,218.3026913780338,-806.4,414.8,5.220370370370372,276.8402266410225,-610.4,995.1
1586.9453710772325,778.6168614927861,894.0257266991817,3459.4829093377525,2,11.484313725490187,77.03995164211622,-237.6,270.1,-1.9039215686274518,236.02480459543594,-903.2,393.0,-2.276470588235287,249.55839043256816,-537.6,872.6
1542.3831409262127,800.2195481410598,927.2049395899485,3460.0602595908645,2,16.820000000000004,95.82556567553897,-287.9,449.8,-2.154545454545458,205.97900811614707,-809.6,380.4,0.9672727272727312,251.9228799208389,-654.5,903.7
2002.8720544844357,856.570556236208,877.5226492803477,3443.395707728056,2,39.37096774193547,141.3854971193967,-232.3,656.7,-1.6709677419354874,287.90738579567375,-746.7,397.2,1.774193548387082,342.8751414803372,-661.9,937.3
1572.6676703874612,836.3772128217593,912.2839470252669,3459.4829093377525,2,8.398214285714289,87.0822902172452,-312.2,419.5,-0.8964285714285692,215.29406187334124,-822.2,384.6,1.6071428571428552,245.4700128748504,-647.1,856.1
1517.9500269115342,772.2869626256605,808.2988308787784,3459.4829093377525,2,11.607547169811326,64.04795633879053,-214.7,207.8,-2.2150943396226386,227.01707780238306,-857.1,430.7,-0.6207547169811306,265.29626933392103,-650.5,923.0
1738.5673666052814,874.0357381439754,436.152496267074,3404.969016011746,2,34.76315789473686,134.33511026242414,-216.5,541.6,-3.294736842105253,264.2507469598673,-792.4,448.4,-3.4052631578947454,318.6872184678791,-667.1,963.3
1963.0736080231438,934.537013255087,910.7277309931877,3436.5479772585745,2,53.97187499999999,151.8912030716872,-210.0,715.8,-10.909375000000004,313.22415487889305,-930.0,421.0,-8.928125000000007,329.6395541118824,-654.1,828.3
1939.0521386416744,916.6990464079936,929.8623554053578,3459.4829093377525,2,40.69000000000001,100.79732259033129,-173.9,359.0,4.039999999999997,310.724260287211,-895.5,435.4,-1.0966666666666613,364.60676642985766,-688.0,953.0
1541.0501933598093,754.7434135703991,569.5489443410461,3453.7171279651725,3,-10.646938775510206,141.819245435344,-485.4,345.6,5.2734693877550995,126.09440705200178,-179.4,522.3,-5.855102040816322,158.22993430082545,-342.0,648.2
1418.167681587241,754.1042179995892,369.02709927592036,3403.2659314252833,3,-0.35806451612903056,140.14106657384474,-489.3,454.7,3.9016129032258022,125.99032163184951,-366.6,483.6,1.0435483870967721,124.0527328657649,-331.3,512.8
1645.8616427573718,761.5368770886009,680.6026741058251,3208.2847442208117,3,-6.42619047619048,154.080829372948,-407.1,413.6,-1.2071428571428595,167.04759128048883,-439.7,452.8,-8.821428571428573,151.63532398763897,-303.1,537.1
1782.0884008504124,857.5089481439716,880.5776513175882,3400.509079535004,3,-14.320588235294128,190.62211671645468,-533.2,277.6,2.4264705882352793,178.64430430297247,-349.0,554.6,-5.361764705882355,188.11599744243213,-349.5,632.8
1507.713103020673,718.0439328666183,849.6434546325888,3088.1853895127474,3,-17.151851851851855,161.3802877078142,-628.5,468.2,-2.7,150.19262977168972,-436.1,473.6,-0.7796296296296258,157.08116322898067,-278.8,759.1
1948.1033732501098,843.0515471217669,792.1622308593107,3458.905462715048,3,-10.345454545454546,198.84184370201905,-487.3,504.8,-5.8424242424242445,185.99824601038418,-316.0,502.2,19.18787878787878,148.3510443120804,-217.2,590.3
1423.6527699892808,747.746234372882,371.09163288869775,3459.483198398281,3,-10.453333333333324,129.92176455065103,-534.2,412.1,1.0649999999999935,156.81422326639913,-360.4,629.0,-2.473333333333333,115.67756600497852,-232.1,661.6
1484.9742158849524,742.4461098666536,897.4614197836028,3400.478495741445,3,2.8728813559322037,171.70781601163551,-555.1,514.5,2.471186440677973,148.2634724364465,-426.4,527.7,-6.237288135593222,148.13402470491917,-376.9,682.6
1473.6726688461881,765.7298815420575,572.1887800367987,3263.0971484159036,3,1.9927272727272733,170.363309880782,-474.6,406.9,3.0327272727272687,135.26646412358946,-277.0,509.7,1.239999999999998,140.5138461610206,-288.8,660.3
1879.6709096105085,805.0741046322826,727.8914754274844,3460.0602595908645,3,32.89677419354838,261.17319219740114,-621.7,692.4,10.312903225806455,198.76731076300499,-364.4,504.3,2.6870967741935483,200.82638893985933,-351.4,579.9
1490.710024320026,802.1857581294884,450.0699945564023,3458.905462715048,3,-6.877551020408165,171.19008594895578,-567.0,755.9,-1.9081632653061318,154.7902032278081,-382.4,473.0,-1.273469387755102,130.07296153747424,-290.3,555.5
1783.7570818302736,773.5559647525475,914.1115905621151,3198.439150585798,3,8.672972972972971,200.28332937872545,-453.3,449.1,7.737837837837817,171.47135386178996,-353.2,474.1,-12.854054054054052,189.43413337064126,-379.9,607.0
1812.9852908762934,827.1360172523503,649.3566046480162,3338.2730565368674,3,6.743750000000004,190.84404025699337,-428.4,321.3,3.7093749999999854,186.8844586288976,-303.1,440.3,-15.715625000000001,153.8817897993614,-256.2,573.5
1700.534765624685,837.0466750454384,458.46046721609486,3459.4829093377525,3,8.22702702702703,179.46228890253835,-439.6,369.1,4.016216216216204,183.45111143104387,-354.4,460.3,-4.067567567567568,151.4797347173213,-323.7,566.3
1572.0148427585477,838.8711287642011,475.3924694397251,3459.4829093377525,3,4.65581395348837,169.12878905385006,-456.1,383.8,4.613953488372099,162.68793613101502,-357.3,456.4,-10.195348837209304,137.15411379259666,-259.0,569.8
1826.3159563632628,856.4984283432733,533.937262232184,3459.4829093377525,3,8.582857142857144,192.76424565608986,-433.6,438.4,3.5228571428571382,188.42799230930177,-327.0,482.2,0.5771428571428537,136.4020313927444,-319.6,517.4
1733.1618994626806,732.8968951225357,791.6476488943803,3112.7389868088844,3,-2.819999999999999,222.48302903119725,-443.0,505.3,3.313333333333339,184.1105397596094,-249.1,483.7,2.77,170.97293423632672,-315.2,497.8
1547.6720360126983,723.4471326323593,298.93477549458845,2994.3428327431047,3,3.4122448979591833,179.6903246243532,-400.2,475.4,6.175510204081632,141.5559202379815,-278.4,435.1,0.9265306122449017,161.4063928611955,-350.6,659.1
1494.6979991677267,745.3705267861183,720.5039902734752,3382.3932355656107,3,0.5913043478260881,165.2827595043475,-501.6,512.2,0.07173913043479058,160.0741226405144,-335.6,492.7,2.1086956521739126,129.06776829090293,-297.0,405.3
1441.638242786014,711.9868730718383,627.6456006378122,3459.4829093377525,3,4.514285714285714,161.748142525315,-511.6,407.1,6.483928571428563,131.85027290182495,-265.7,472.5,-1.14821428571429,127.43116928696904,-321.1,555.8
1682.115702777934,824.7947572781908,471.9523281010488,3459.4829093377525,3,2.1470588235294112,172.49816728985869,-384.7,341.2,2.2735294117646925,181.28160632901063,-343.6,469.4,-3.3705882352941177,154.3720054881434,-281.8,564.2
1414.141014091892,708.7078191212521,693.646163400332,3403.8528170295494,3,-7.87924528301887,143.17342275728004,-477.1,466.4,-1.8415094339622586,136.68974616031042,-271.8,485.7,-4.245283018867924,116.80939695806508,-242.8,444.1
1455.350718242214,727.1623149473033,401.83827592702016,3398.808467683932,3,-0.006382978723402674,158.3659169582396,-455.9,412.5,-2.068085106382984,160.45102477267415,-412.0,429.1,-5.219148936170214,143.9895416466341,-310.3,568.1
1478.070637060181,775.0507355981024,94.38749917229505,3459.4829093377525,3,1.3937500000000032,139.3549721322448,-435.9,298.5,6.535416666666663,140.1461736743725,-197.7,457.9,-16.187499999999996,120.78705127338422,-309.9,496.3
