Logged started on,29/02/2020 15:46:22
Feature,Magnetometer
Nodes,AM1V310 @315648

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
29/02/2020 16:28:25.759,2522929,AM1V310 @315648,318479,42FF5AFEEDFF,-190,-422,-19
29/02/2020 16:28:25.820,2522977,AM1V310 @315648,318485,44FF5CFEECFF,-188,-420,-20
29/02/2020 16:28:25.881,2523038,AM1V310 @315648,318491,42FF5DFEF2FF,-190,-419,-14
29/02/2020 16:28:25.911,2523068,AM1V310 @315648,318497,3FFF60FEF3FF,-193,-416,-13
29/02/2020 16:28:25.971,2523128,AM1V310 @315648,318504,39FF62FEF6FF,-199,-414,-10
29/02/2020 16:28:26.030,2523187,AM1V310 @315648,318510,3FFF5DFEEAFF,-193,-419,-22
29/02/2020 16:28:26.059,2523216,AM1V310 @315648,318516,3FFF60FEF3FF,-193,-416,-13
29/02/2020 16:28:26.121,2523278,AM1V310 @315648,318522,39FF5CFEEFFF,-199,-420,-17
29/02/2020 16:28:26.181,2523338,AM1V310 @315648,318529,42FF59FEECFF,-190,-423,-20
29/02/2020 16:28:26.210,2523367,AM1V310 @315648,318535,4DFF59FEEFFF,-179,-423,-17
29/02/2020 16:28:26.271,2523429,AM1V310 @315648,318541,47FF53FEF2FF,-185,-429,-14
29/02/2020 16:28:26.332,2523489,AM1V310 @315648,318547,4EFF48FEE9FF,-178,-440,-23
29/02/2020 16:28:26.360,2523517,AM1V310 @315648,318554,45FF57FEE9FF,-187,-425,-23
29/02/2020 16:28:26.420,2523577,AM1V310 @315648,318560,45FF56FEE3FF,-187,-426,-29
29/02/2020 16:28:26.481,2523638,AM1V310 @315648,318566,39FF51FEE0FF,-199,-431,-32
29/02/2020 16:28:26.513,2523670,AM1V310 @315648,318572,29FF5CFED5FF,-215,-420,-43
29/02/2020 16:28:26.572,2523729,AM1V310 @315648,318579,1EFF69FECFFF,-226,-407,-49
29/02/2020 16:28:26.661,2523818,AM1V310 @315648,318585,F7FE72FEBDFF,-265,-398,-67
29/02/2020 16:28:26.681,2523838,AM1V310 @315648,318591,AFFEAAFEAAFF,-337,-342,-86
29/02/2020 16:28:26.720,2523877,AM1V310 @315648,318597,54FE05FFBFFF,-428,-251,-65
29/02/2020 16:28:26.780,2523937,AM1V310 @315648,318604,36FE79FF5900,-458,-135,89
29/02/2020 16:28:26.810,2523967,AM1V310 @315648,318610,5CFEA4FFAF00,-420,-92,175
29/02/2020 16:28:26.871,2524028,AM1V310 @315648,318616,A0FE88FFE500,-352,-120,229
29/02/2020 16:28:26.931,2524088,AM1V310 @315648,318622,ABFE3BFFAC00,-341,-197,172
29/02/2020 16:28:26.959,2524116,AM1V310 @315648,318629,7BFEEFFE0E00,-389,-273,14
29/02/2020 16:28:27.020,2524177,AM1V310 @315648,318635,ABFED1FEFFFE,-341,-303,-257
29/02/2020 16:28:27.081,2524238,AM1V310 @315648,318641,EDFE0EFF62FE,-275,-242,-414
29/02/2020 16:28:27.110,2524267,AM1V310 @315648,318647,00FF4FFF3BFE,-256,-177,-453
29/02/2020 16:28:27.170,2524327,AM1V310 @315648,318654,B4FE79FF53FE,-332,-135,-429
29/02/2020 16:28:27.231,2524389,AM1V310 @315648,318660,02FF73FF20FE,-254,-141,-480
29/02/2020 16:28:27.260,2524416,AM1V310 @315648,318666,EEFE83FF20FE,-274,-125,-480
29/02/2020 16:28:27.320,2524477,AM1V310 @315648,318672,C3FE85FF48FE,-317,-123,-440
29/02/2020 16:28:27.380,2524537,AM1V310 @315648,318679,B8FE71FF56FE,-328,-143,-426
29/02/2020 16:28:27.411,2524567,AM1V310 @315648,318685,BEFE67FF57FE,-322,-153,-425
